600210,600635,18
601555,601788,18
601628,601988,18
600369,600958,18
600343,600879,18
600036,601318,18
600639,600663,18
600017,601008,18
601198,601901,18
600389,600486,18
600428,601872,18
600030,601628,18
600369,601099,18
600016,601688,18
600036,600999,18
600210,600895,18
600109,600958,18
600648,600895,18
600919,600926,18
603866,603996,17
600283,600783,17
600635,600895,17
600000,601318,17
601628,601688,17
600650,600836,17
603696,603800,17
601390,601766,17
600048,600340,17
600326,600749,17
601727,603308,17
600389,600596,17
601169,601818,17
600820,600837,17
600630,600836,17
600016,600519,17
600000,601939,17
600498,600522,16
600030,601988,16
601099,601198,16
600547,600891,16
600016,600837,16
601628,601939,16
600029,603885,16
600879,603698,16
600837,601398,16
600343,603698,16
600086,600503,16
600036,601009,16
603508,603866,16
601618,601668,16
600650,600754,16
600030,600036,16
601611,603737,16
600068,600502,16
603779,603959,16
600487,600522,16
600611,601211,16
600190,601008,16
600036,601688,16
601618,601669,16
600837,601988,16
600570,601519,16
600547,601899,16
600531,601069,16
600783,600895,15
600837,601328,15
600326,600773,15
601106,601727,15
603131,603737,15
603508,603999,15
601099,601919,15
600149,600340,15
601116,601882,15
600926,601997,15
600765,600893,15
600604,600663,15
600016,601009,15
600501,600855,15
600519,600837,15
600749,600773,15
600050,601186,15
601099,601901,15
600030,601328,15
600030,601288,15
601169,601688,15
603800,603936,15
600313,600598,15
601611,603131,15
601009,601166,15
601318,601688,15
600391,600765,15
600562,600990,15
603299,603778,15
600489,601899,15
600926,601128,15
601211,601390,15
600068,601211,15
601008,601018,15
601002,601390,15
600118,600151,15
600639,600895,15
601128,603887,15
600068,601668,14
601186,601766,14
600115,603885,14
600891,600988,14
600141,600470,14
600624,600895,14
600358,603000,14
600125,601333,14
600029,601021,14
600999,601166,14
600340,600717,14
600015,601009,14
601628,601857,14
601211,601328,14
600138,601888,14
601111,603885,14
603398,603800,14
600016,600999,14
601398,601628,14
600125,600270,14
600130,600360,14
603421,603777,14
601169,601398,14
600221,601111,14
600016,601628,14
601099,601866,14
603800,603999,14
600372,600893,14
600066,600418,14
601500,603067,14
600118,603698,14
600210,600604,14
601992,603616,14
600528,601002,14
601398,601857,14
600372,601989,13
600015,601939,13
600038,601989,13
603339,603779,13
600000,601009,13
600016,600383,13
600089,601727,13
601211,603888,13
600199,600702,13
600362,600497,13
601128,601997,13
601318,601398,13
603159,603986,13
600118,600990,13
600425,600540,13
600740,601015,13
601688,601988,13
600433,600963,13
600495,601390,13
600029,600221,13
600317,601008,13
600084,600360,13
600210,600783,13
600030,601398,13
601000,603616,13
600875,603308,13
600084,600807,13
600015,601288,13
600893,601989,13
600151,600879,13
600028,600688,13
600115,600221,13
600270,603128,13
600287,600881,13
600109,601099,13
600383,600694,13
603339,603959,13
600268,600406,13
601328,601688,13
601211,601288,13
600531,600988,13
600675,600760,13
603799,603993,13
600570,601211,13
601106,601985,13
600030,601998,13
601288,601628,13
600516,601011,13
601002,601186,13
600663,601211,13
600782,601003,13
600267,600276,13
600006,600104,13
600717,601000,13
600008,600340,13
600583,601808,13
600611,600650,13
601169,601939,12
600198,600633,12
601788,601988,12
600717,601992,12
600115,601021,12
600685,601890,12
600999,601398,12
600000,600030,12
601668,601766,12
600128,600755,12
601211,601398,12
600376,601992,12
603031,603986,12
600405,600680,12
600000,601211,12
600688,601857,12
600540,600545,12
600050,601398,12
601211,601766,12
600740,601001,12
600050,601390,12
603031,603159,12
600369,601198,12
600970,601800,12
600109,601901,12
600086,601010,12
600150,601919,12
601211,601519,12
600086,600288,12
601328,601628,12
600118,600855,12
600153,600755,12
600507,600782,12
601009,601818,12
600078,600141,12
600489,600531,12
601225,601898,12
600109,601198,12
603016,603909,12
601336,601688,12
603777,603887,12
600908,600919,12
600999,601328,12
600650,601211,12
600908,601997,12
600016,600887,12
600875,601106,12
603299,603508,12
600019,601919,12
600528,601668,12
600009,600115,11
600814,600865,11
600887,601166,11
603027,603520,11
601398,601688,11
600650,600818,11
600176,601211,11
601021,601111,11
601006,601333,11
601211,603999,11
600754,600836,11
600026,601099,11
601009,601988,11
600874,601000,11
600004,600009,11
600340,603616,11
600348,601699,11
600270,600415,11
600489,600891,11
600284,600663,11
600585,600801,11
600495,601766,11
601128,603777,11
600635,600783,11
600383,600697,11
600150,601890,11
600030,601010,11
600036,600837,11
600663,600843,11
600050,600640,11
600395,601699,11
600406,600680,11
601128,603421,11
600503,601011,11
601211,601628,11
600545,601116,11
600528,601669,11
600874,601992,11
600908,600926,11
601166,601788,11
601021,603885,11
603090,603658,11
600155,600340,11
603421,603887,11
600332,601211,11
600999,601318,11
600158,600881,11
600891,601069,11
600284,600843,11
600717,601880,11
600037,600831,11
600926,603777,11
600085,600383,11
600048,601211,11
601857,601919,11
600085,600697,11
603909,603958,11
600449,600876,11
600061,601198,11
600169,600495,11
600559,600702,11
601009,601328,11
600626,600630,11
600519,600559,11
600130,600807,11
601099,601788,11
600388,600526,11
600016,600694,11
600283,600635,11
600000,600519,11
603007,603031,11
601668,601688,11
600487,600498,11
